상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805430946,공차,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51130,원주시,51130330,지정면,5113033023,지정면,5.1130330231135E+018,1,대지,1350,1,강원특별자치도 원주시 지정면 가곡리 1350-1,511303350530,강원특별자치도 원주시 지정면 신지정로,211,,4213033023113500001000001,,강원특별자치도 원주시 지정면 신지정로 211,220821,26354,,,,127.8727126241,37.374188874272
MA010120220805437849,한자루체험농원휴앤아크,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810330,기린면,5181033024,기린면,5.18103302410068E+018,1,대지,68,3,강원특별자치도 인제군 기린면 방동리 68-3,518103233009,강원특별자치도 인제군 기린면 방동약수로,68,,4281033024100680003000001,,강원특별자치도 인제군 기린면 방동약수로 68,252841,24656,,,,128.38851412049,37.946791836617
MA010120220805437125,카페아지,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210600,대포동,5121011100,도문동,5.12101110010769E+018,1,대지,769,2,강원특별자치도 속초시 도문동 769-2,512103223005,강원특별자치도 속초시 설악산로,263,6,4221011100107690002000001,,강원특별자치도 속초시 설악산로 263-6,217100,24904,,,,128.5784662112,38.163420745766
MA010120220805440384,오슈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025029,홍천읍,5.17202502910286E+018,1,대지,286,4,강원특별자치도 홍천군 홍천읍 연봉리 286-4,517204475400,강원특별자치도 홍천군 홍천읍 송학로3길,21,,4272025029102860004000001,,강원특별자치도 홍천군 홍천읍 송학로3길 21,250930,25140,,,,127.87371404189,37.684991739807
MA010120220805448799,씨즐,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150590,송정동,5115011500,견소동,5.11501150010007E+018,1,대지,7,,강원특별자치도 강릉시 견소동 7,511503000145,강원특별자치도 강릉시 경강로,2668,,4215011500100070000022663,,강원특별자치도 강릉시 경강로 2668,210140,25556,,1,,128.95018531766,37.770586097919
MA010120220805461348,피그놀리아커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150580,초당동,5115011200,초당동,5.11501120010336E+018,1,대지,336,,강원특별자치도 강릉시 초당동 336,511503220009,강원특별자치도 강릉시 난설헌로,195,,4215011200103360000017083,,강원특별자치도 강릉시 난설헌로 195,210120,25466,,1,,128.9114007865,37.790994134275
MA010120220805468107,달달하게,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110610,후평2동,5111012000,후평동,5.11101200010839E+018,1,대지,839,2,강원특별자치도 춘천시 후평동 839-2,511104454303,강원특별자치도 춘천시 부평길8번길,23,,4211012000108390002030664,,강원특별자치도 춘천시 부평길8번길 23,200961,24283,,1,,127.75179429005,37.875756339725
MA010120220805472784,화이트클라우드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130380,판부면,5113038022,판부면,5.11303802211375E+018,1,대지,1375,1,강원특별자치도 원주시 판부면 서곡리 1375-1,511304457249,강원특별자치도 원주시 판부면 백운정윗길,27,,4213038022113750001000001,,강원특별자치도 원주시 판부면 백운정윗길 27,220912,26402,,1,,127.93757150962,37.288833252301
MA010120220805478616,쥐쥐쥐에이치,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150550,교1동,5115011000,교동,5.11501100011084E+018,1,대지,1084,1,강원특별자치도 강릉시 교동 1084-1,511503220005,강원특별자치도 강릉시 교동광장로,171,12,4215011000110840001000001,,강원특별자치도 강릉시 교동광장로 171-12,210924,25500,,,,128.88391962023,37.763893623045
MA010120220805480893,딜리셔슈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210520,동명동,5121010200,동명동,5.12101020010559E+018,1,대지,559,4,강원특별자치도 속초시 동명동 559-4,512103223024,강원특별자치도 속초시 번영로,142,,4221010200105590004015375,,강원특별자치도 속초시 번영로 142,217810,24827,,1,,128.58933964837,38.211370449584
MA010120220805480838,카페보다,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51770,정선군,51770340,북평면,5177034022,북평면,5.17703402210186E+018,1,대지,186,,강원특별자치도 정선군 북평면 북평리 186,517703229017,강원특별자치도 정선군 북평면 북평강변로,105,,4277034022107100000018799,,강원특별자치도 정선군 북평면 북평강변로 105,233851,26101,,,,128.66707335596,37.44587788719
MA010120220805487703,뉴커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150645,성덕동,5115013000,남항진동,5.11501300010042E+018,1,대지,42,,강원특별자치도 강릉시 남항진동 42,511504460176,강원특별자치도 강릉시 공항길127번길,22,,4215013000100420000010205,,강원특별자치도 강릉시 공항길127번길 22,210300,25617,,1,,128.95095953365,37.765453070112
MA010120220805486884,횡계2리,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51760,평창군,51760380,대관령면,5176038024,대관령면,5.17603802410141E+018,1,대지,141,,강원특별자치도 평창군 대관령면 횡계리 141,517604484177,강원특별자치도 평창군 대관령면 사부랑길,8,,4276038024101410000131757,,강원특별자치도 평창군 대관령면 사부랑길 8,232954,25341,,,,128.71390717687,37.68901672446
MA010120220805491286,카페퍼즐,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110545,약사명동,5111010900,죽림동,5.11101090010189E+018,1,대지,189,,강원특별자치도 춘천시 죽림동 189,511104454630,강원특별자치도 춘천시 중앙로67번길,18,,4211010900101890000000894,브라운가,강원특별자치도 춘천시 중앙로67번길 18,200050,24354,,1,,127.72851810275,37.877822387636
MA010120220805493200,딸기다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51770,정선군,51770256,사북읍,5177025622,사북읍,5.17702562210369E+018,1,대지,369,35,강원특별자치도 정선군 사북읍 사북리 369-35,517703229020,강원특별자치도 정선군 사북읍 사북중앙로,27,1,4277025622103690035005023,,강원특별자치도 정선군 사북읍 사북중앙로 27-1,233901,26153,,,,128.81783476709,37.227119501043
MA010120220805500062,카페라이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025024,홍천읍,5.17202502410064E+018,1,대지,64,1,강원특별자치도 홍천군 홍천읍 갈마곡리 64-1,517204475020,강원특별자치도 홍천군 홍천읍 갈마로12길,11,,4272025024100640001000003,,강원특별자치도 홍천군 홍천읍 갈마로12길 11,250801,25128,,1,,127.90565136023,37.695437857796
MA010120220805508713,구름커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720310,화촌면,5172031028,화촌면,5.17203102810616E+018,1,대지,616,2,강원특별자치도 홍천군 화촌면 굴운리 616-2,517203000146,강원특별자치도 홍천군 화촌면 설악로,2448,,4272031028106160002000001,,강원특별자치도 홍천군 화촌면 설악로 2448,250813,25158,,,,127.94287337302,37.732738440428
MA010120220805511900,메가엠지씨커피동해천곡점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51170,동해시,51170510,천곡동,5117010100,천곡동,5.11701010011085E+018,1,대지,1085,3,강원특별자치도 동해시 천곡동 1085-3,511703221044,강원특별자치도 동해시 천곡로,14,,4217010100010850003002495,,강원특별자치도 동해시 천곡로 14,240810,25764,,1,,129.1067623297,37.525141386903
MA010120220805511788,메가엠지씨커피삼척,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51230,삼척시,51230510,남양동,5123012000,남양동,5.12301200010034E+018,1,대지,34,17,강원특별자치도 삼척시 남양동 34-17,512303224029,강원특별자치도 삼척시 진주로,26,,4223012000100340017000001,신세기상가,강원특별자치도 삼척시 진주로 26,245936,25920,,1,,129.16434972629,37.44301627886
MA010120220805512864,피크닉,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150250,주문진읍,5115025022,주문진읍,5.11502502210071E+018,1,대지,71,6,강원특별자치도 강릉시 주문진읍 교항리 71-6,511504461007,강원특별자치도 강릉시 주문진읍 학교길,11,,4215025022100710006035181,,강원특별자치도 강릉시 주문진읍 학교길 11,210801,25424,,1,,128.827432117,37.88091320943
MA010120220805515483,커피베이강릉송정,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150590,송정동,5115011400,송정동,5.11501140010001E+018,1,대지,1,31,강원특별자치도 강릉시 송정동 1-31,511503220043,강원특별자치도 강릉시 창해로,85,42,4215011400100010031000001,,강원특별자치도 강릉시 창해로 85-42,210140,25556,,1,,128.93868472137,37.77848106922
MA010120220805518179,맘스빈무인까페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130380,판부면,5113038021,판부면,5.11303802110683E+018,1,대지,683,3,강원특별자치도 원주시 판부면 금대리 683-3,511304457433,강원특별자치도 원주시 판부면 영원산성길,14,,4213038021106830003035482,,강원특별자치도 원주시 판부면 영원산성길 14,220913,26504,,,,128.01320137848,37.274322885681
MA010120220805520276,다올,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110650,석사동,5111012400,석사동,5.11101240010351E+018,1,대지,351,8,강원특별자치도 춘천시 석사동 351-8,511103218003,강원특별자치도 춘천시 공지로,154,,4211012400103510008016682,,강원특별자치도 춘천시 공지로 154,200934,24327,,,,127.74525693576,37.859604929527
MA010120220805519412,모란찻집,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51790,화천군,51790250,화천읍,5179025022,화천읍,5.1790250221005E+018,1,대지,50,35,강원특별자치도 화천군 화천읍 하리 50-35,517904493109,강원특별자치도 화천군 화천읍 중앙로6길,13,9,4279025022000500035005379,"윤가네,BOSS,카츠",강원특별자치도 화천군 화천읍 중앙로6길 13-9,209804,24127,,2,,127.70657945318,38.103490873783
MA010120220805529838,사농동334,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110705,신사우동,5111011900,사농동,5.11101190010334E+018,1,대지,334,,강원특별자치도 춘천시 사농동 334,511103013022,강원특별자치도 춘천시 영서로,2949,13,4211011900103340000007882,,강원특별자치도 춘천시 영서로 2949-13,200140,24235,,2,,127.72024874413,37.915249633483
MA010120220805529115,카페랑,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150571,포남1동,5115011100,포남동,5.11501110011101E+018,1,대지,1101,5,강원특별자치도 강릉시 포남동 1101-5,511504460562,강원특별자치도 강릉시 성덕포남로213번길,32,,4215011100111010005009461,,강원특별자치도 강릉시 성덕포남로213번길 32,210954,25488,,1,,128.9035484625,37.768051636289
MA010120220805529628,달콤창고,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720320,두촌면,5172032021,두촌면,5.17203202110855E+018,1,대지,855,7,강원특별자치도 홍천군 두촌면 철정리 855-7,517204475622,강원특별자치도 홍천군 두촌면 한계길,103,,4272032021108530003010637,,강원특별자치도 홍천군 두촌면 한계길 103,250822,25164,,,,127.99128643053,37.806944194597
MA010120220805533967,카페bless한솔정보통신,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150310,성산면,5115031028,성산면,5.11503102810121E+018,1,대지,121,13,강원특별자치도 강릉시 성산면 오봉리 121-13,511503000145,강원특별자치도 강릉시 성산면 경강로,1122,17,4215031028101210013000001,,강원특별자치도 강릉시 성산면 경강로 1122-17,210843,25444,,,,128.81139422961,37.718111408678
MA010120220805538961,떼네도르,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51810,인제군,51810250,인제읍,5181025022,인제읍,5.18102502210386E+018,1,대지,386,6,강원특별자치도 인제군 인제읍 남북리 386-6,518103233020,강원특별자치도 인제군 인제읍 인제로,88,4,4281025022103860006000001,,강원특별자치도 인제군 인제읍 인제로 88-4,252805,24624,,,,128.16556796263,38.061663954719
MA010120220805539412,비엔나커피하우스,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025022,홍천읍,5.17202502210054E+018,1,대지,54,30,강원특별자치도 홍천군 홍천읍 신장대리 54-30,517204475116,강원특별자치도 홍천군 홍천읍 너브내길,65,,4272025022100540030000001,이나스리버빌,강원특별자치도 홍천군 홍천읍 너브내길 65,250805,25139,,1,,127.88628257973,37.688482618239
MA010120220805539438,미스터머스터쉬,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110675,강남동,5111012500,삼천동,5.11101250010789E+018,1,대지,789,1,강원특별자치도 춘천시 삼천동 789-1,511103218030,강원특별자치도 춘천시 옛경춘로,663,,4211012500107890000000001,춘천호반요양병원,강원특별자치도 춘천시 옛경춘로 663,200200,24239,,,,127.70710542509,37.856795103583
MA010120220805548495,흙다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025021,홍천읍,5.17202502110104E+018,1,대지,104,12,강원특별자치도 홍천군 홍천읍 진리 104-12,517203225007,강원특별자치도 홍천군 홍천읍 꽃뫼로,132,,4272025021101040012014786,,강원특별자치도 홍천군 홍천읍 꽃뫼로 132,250808,25138,,,,127.8882394686,37.691602153575
MA010120220805644166,이디야춘천중앙역,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110660,퇴계동,5111012300,퇴계동,5.11101230011192E+018,1,대지,1192,2,강원특별자치도 춘천시 퇴계동 1192-2,511104454544,강원특별자치도 춘천시 우묵길52번길,24,,4211012300106720000000002,,강원특별자치도 춘천시 우묵길52번길 24,200943,24368,,1,,127.72403249151,37.864413656567
MA010120220805645564,얼음보숭이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210580,조양동,5121010800,조양동,5.12101080011586E+018,1,대지,1586,,강원특별자치도 속초시 조양동 1586,512103223015,강원특별자치도 속초시 조양로,181,,4221010800106630001007849,속초자이,강원특별자치도 속초시 조양로 181,217080,24880,,,,128.58032217883,38.187368480333
MA010120220805640865,고유,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110310,동면,5111031022,동면,5.11103102210544E+018,1,대지,544,2,강원특별자치도 춘천시 동면 만천리 544-2,511103218038,강원특별자치도 춘천시 동면 춘천순환로,383,,4211031022105440002070649,,강원특별자치도 춘천시 동면 춘천순환로 383,200852,24217,,,,127.7677307455,37.875860938718
MA010120220805636282,로드32,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51760,평창군,51760360,진부면,5176036021,진부면,5.17603602110141E+018,1,대지,141,,강원특별자치도 평창군 진부면 하진부리 141,517604484341,강원특별자치도 평창군 진부면 진부시장뒷길,32,,4276036021101410000017954,,강원특별자치도 평창군 진부면 진부시장뒷길 32,232948,25325,,,,128.55768613982,37.637543827952
MA010120220805685361,스퀘어루트,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51820,고성군,51820320,죽왕면,5182032023,죽왕면,5.18203202310275E+018,1,대지,275,,강원특별자치도 고성군 죽왕면 가진리 275,518204502369,강원특별자치도 고성군 죽왕면 가향길,2,7,4282032023102750000007877,스퀘어루트스테이,강원특별자치도 고성군 죽왕면 가향길 2-7,219821,24744,,,,128.50565479568,38.375275619456
MA010120220805683885,어쩌다마주친카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150665,경포동,5115013100,유천동,5.11501310010043E+018,1,대지,43,,강원특별자치도 강릉시 유천동 43,511504460896,강원특별자치도 강릉시 죽헌길,7,,4215013100100430000000001,강릉원주대학교,강원특별자치도 강릉시 죽헌길 7,210310,25457,,,,128.87017323617,37.765671826281
MA010120220805677990,커피스푼,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130330,지정면,5113033025,지정면,5.11303302511131E+018,1,대지,1131,5,강원특별자치도 원주시 지정면 신평리 1131-5,511303350530,강원특별자치도 원주시 지정면 신지정로,123,6,4213033025111310005000001,,강원특별자치도 원주시 지정면 신지정로 123-6,220823,26351,,1,,127.88171998935,37.376045495093
MA010120220805671549,김수영을위하여,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51170,동해시,51170590,묵호동,5117012800,대진동,5.11701280010043E+018,1,대지,43,4,강원특별자치도 동해시 대진동 43-4,511704463056,강원특별자치도 동해시 대진항길,43,1,4217012800100430004000002,,강원특별자치도 동해시 대진항길 43-1,240070,25707,,1,,129.11276633101,37.580480695959
MA010120220805704828,메가마트강원대농생대카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110630,효자2동,5111011200,효자동,5.11101120010192E+018,1,대지,192,1,강원특별자치도 춘천시 효자동 192-1,511103218003,강원특별자치도 춘천시 공지로,188,77,4211012400103910016015697,,강원특별자치도 춘천시 공지로 188-77,200701,24345,,,,127.74614527601,37.86567979551
MA010120220805698025,명야다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51130,원주시,51130515,중앙동,5113010900,학성동,5.11301090010315E+018,1,대지,315,1,강원특별자치도 원주시 학성동 315-1,511303219043,강원특별자치도 원주시 원일로,164,25,4213010900103150001017887,,강원특별자치도 원주시 원일로 164-25,220963,26415,,1,,127.94637813792,37.354808277965
MA010120220805695511,아씨다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51830,양양군,51830250,양양읍,5183025021,양양읍,5.18302502110071E+018,1,대지,71,2,강원특별자치도 양양군 양양읍 남문리 71-2,518304505040,강원특별자치도 양양군 양양읍 남문7길,7,2,4283025021100710002014107,,강원특별자치도 양양군 양양읍 남문7길 7-2,215804,25030,,,,128.62214771151,38.074468899764
MA010120220805692559,레드브릭,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110640,효자3동,5111011200,효자동,5.11101120010646E+018,1,대지,646,7,강원특별자치도 춘천시 효자동 646-7,511104454668,강원특별자치도 춘천시 춘천로204번길,12,,4211011200106460007027233,,강원특별자치도 춘천시 춘천로204번길 12,200950,24294,,1,,127.73750375093,37.876320025868
MA010120220805689862,강남셀프세차/트라움아우토카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150615,강남동,5115012100,노암동,5.11501210010417E+018,1,대지,417,6,강원특별자치도 강릉시 노암동 417-6,511504460274,강원특별자치도 강릉시 남부로212번길,13,5,4215012100104170006000001,,강원특별자치도 강릉시 남부로212번길 13-5,210931,25611,,,,128.90418130712,37.742646995734
MA010120220805726163,볼타커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5.11301070010785E+018,1,대지,785,5,강원특별자치도 원주시 단구동 785-5,511304457421,강원특별자치도 원주시 앙월길,10,1,4213010700107850005000001,,강원특별자치도 원주시 앙월길 10-1,220942,26400,,1,,127.95467459216,37.317839044557
MA010120220805724444,일리일리,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025023,홍천읍,5.17202502310125E+018,1,대지,125,13,강원특별자치도 홍천군 홍천읍 희망리 125-13,517203225015,강원특별자치도 홍천군 홍천읍 마지기로,42,,4272025023101250013008214,,강원특별자치도 홍천군 홍천읍 마지기로 42,250809,25133,,1,,127.88705731409,37.693511271955
MA010120220805720203,길성다방,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51750,영월군,51750360,주천면,5175036021,주천면,5.17503602111266E+018,1,대지,1266,3,강원특별자치도 영월군 주천면 주천리 1266-3,517504481219,강원특별자치도 영월군 주천면 주천로84번길,8,,4275036021112660003011453,,강원특별자치도 영월군 주천면 주천로84번길 8,230854,26203,,,,128.26806121457,37.270145328247
MA010120220805717716,째즈,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130660,무실동,5113011500,무실동,5.11301150011659E+018,1,대지,1659,5,강원특별자치도 원주시 무실동 1659-5,511303219019,강원특별자치도 원주시 만대로,185,,4213011500116590005000001,,강원특별자치도 원주시 만대로 185,220150,26385,,,,127.92442198399,37.33292628555
MA010120220805735084,카페상생춘천지역자활센터,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110530,조운동,5111010800,조양동,5.11101080010024E+018,1,대지,24,5,강원특별자치도 춘천시 조양동 24-5,511104454453,강원특별자치도 춘천시 시청길12번길,5,,4211010800100240005022820,,강원특별자치도 춘천시 시청길12번길 5,200941,24352,,,,127.729351015,37.880085885478
MA010120220805729081,이디야문막극동점,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130250,문막읍,5113025026,문막읍,5.113025026117E+018,1,대지,1700,9,강원특별자치도 원주시 문막읍 건등리 1700-9,511303219005,강원특별자치도 원주시 문막읍 건등로,56,1,4213025026117000009000001,,강원특별자치도 원주시 문막읍 건등로 56-1,220801,26370,,,,127.82155869748,37.314442142515
MA010120220805729816,그랜드이,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51210,속초시,51210590,청호동,5121010900,청호동,5.12101090011059E+018,1,대지,1059,1,강원특별자치도 속초시 청호동 1059-1,512103223021,강원특별자치도 속초시 청호로,121,16,4221010900110600000007643,,강원특별자치도 속초시 청호로 121-16,217090,24883,,2,,128.59410401811,38.200453727111
MA010120220805728455,호미빙.T,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025023,홍천읍,5.17202502310331E+018,1,대지,331,8,강원특별자치도 홍천군 홍천읍 희망리 331-8,517204475640,강원특별자치도 홍천군 홍천읍 홍천로3길,22,,4272025023103310008000001,,강원특별자치도 홍천군 홍천읍 홍천로3길 22,250809,25136,,,,127.88084842231,37.690351456443
MA010120220805732033,라피커피,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150520,중앙동,5115010600,금학동,5.11501060010008E+018,1,대지,8,2,강원특별자치도 강릉시 금학동 8-2,511504460219,강원특별자치도 강릉시 금성로14번길,7,,4215010600100080002017933,,강원특별자치도 강릉시 금성로14번길 7,210060,25540,,2,,128.89825862582,37.754865093968
MA010120220805806905,카페시월,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51720,홍천군,51720250,홍천읍,5172025029,홍천읍,5.17202502910312E+018,1,대지,312,8,강원특별자치도 홍천군 홍천읍 연봉리 312-8,517204475239,강원특별자치도 홍천군 홍천읍 무궁화로3길,21,15,4272025029103120008000001,,강원특별자치도 홍천군 홍천읍 무궁화로3길 21-15,250930,25141,,,,127.87011042745,37.683915564912
MA010120220805803907,봄봄카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110330,신동면,5111033024,신동면,5.1110330241095E+018,1,대지,950,11,강원특별자치도 춘천시 신동면 증리 950-11,511103218006,강원특별자치도 춘천시 신동면 김유정로,1397,,4211033024109500011000001,,강원특별자치도 춘천시 신동면 김유정로 1397,200812,24412,,1,,127.71397599748,37.816842115687
MA010120220805806150,더드림,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130550,단구동,5113010700,단구동,5.1130107001158E+018,1,대지,1580,4,강원특별자치도 원주시 단구동 1580-4,511304457065,강원특별자치도 원주시 구곡길,47,,4213010700115800005000760,,강원특별자치도 원주시 구곡길 47,220944,26486,,1,,127.94907471514,37.323297532005
MA010120220805801989,이디야춘천,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110650,석사동,5111012400,석사동,5.11101240010311E+018,1,대지,311,5,강원특별자치도 춘천시 석사동 311-5,511103218003,강원특별자치도 춘천시 공지로,133,,4211012400103110005015397,,강원특별자치도 춘천시 공지로 133,200933,24389,,1,,127.74634250197,37.85787729262
MA010120220805799146,농부김베리마켓,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51150,강릉시,51150560,교2동,5115011000,교동,5.11501100010191E+018,1,대지,191,23,강원특별자치도 강릉시 교동 191-23,511503220032,강원특별자치도 강릉시 율곡로,2899,,4215011000101910023015047,,강원특별자치도 강릉시 율곡로 2899,210920,25503,,1,,128.89327952195,37.761705648872
MA010120220805799395,달달마켓,,I2,음식,I212,비알코올 ,I21201,카페,I56229,기타 비알코올 음료점업,51,강원특별자치도,51770,정선군,51770370,여량면,5177037021,여량면,5.17703702110212E+018,1,대지,212,4,강원특별자치도 정선군 여량면 여량리 212-4,517704487262,강원특별자치도 정선군 여량면 여량6길,24,2,4277037021102110002037818,,강원특별자치도 정선군 여량면 여량6길 24-2,233845,26106,,,,128.72272150953,37.472781239914
MA010120220805838958,오늘,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51130,원주시,51130330,지정면,5113033026,지정면,5.11303302610992E+018,1,대지,992,,강원특별자치도 원주시 지정면 월송리 992,511303013006,강원특별자치도 원주시 지정면 월송석화로,570,,4213033026109920000000001,,강원특별자치도 원주시 지정면 월송석화로 570,220821,26357,,2,,127.83586607517,37.412179092954
MA010120220805852861,오늘산책,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,51,강원특별자치도,51110,춘천시,51110520,교동,5111012200,교동,5.11101220010113E+018,1,대지,113,47,강원특별자치도 춘천시 교동 113-47,511104454607,강원특별자치도 춘천시 전원안길33번길,8,5,4211012200101130047008731,,강원특별자치도 춘천시 전원안길33번길 8-5,200060,24259,,1,,127.73877529117,37.879990038961
